id,project,label_ticket,link_ticket,status,tanggal,waktu_pengerjaan,detail_pengerjaan,pic,attachments,created_at,updated_at
sheet-row-13-lautan-luas-promo-tidak-langsung-appl,Lautan Luas,Promo tidak langsung apply,,Done,2026-09-15,,"""Task: Fix issue checkout summary & shipping calculation not updating automatically after applying/removing coupon code.
Action: Implemented getUpdatedCart query inside DiscountSection to dynamically retrieve latest prices and shipping_addresses, synchronized Redux state and formik values without full page reload.
Files: src/.../promo/index.js, src/.../default/components/index.js
Time Spent: 2.5 Hours

PR https://github.com/icube-mage/pwa-checkout-lautanluas/pull/37""",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-17T07:12:45.157Z
sheet-row-15-mitra10-call---poc-plan-discussio,Mitra10,Call - POC Plan Discussion,,Done,2026-09-16,10.30 - 12.00,,Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-17T03:21:36.207Z
sheet-row-16-9to9-app-reward---set-api-afte,9to9,App Reward - set API after register success,https://teamwork.icubeonline.com/app/tasks/30129473,Done,2026-09-16,,"1	Setup & Integrasi API Customer Register (App Reward Point)
• Konfigurasi endpoint APP_REWARD_URL (https://middleware-9to9.testingnow.me/api/customer/register) dan API Key di .env.
• Update flow pengiriman payload registrasi di reward.ts dan RegisterScreen.hook.ts.
• Pengujian konektivitas endpoint via cURL & Postman untuk memastikan response backend berhasil tersimpan.	45 menit (0.75 jam)
2	Investigasi & Debugging FCM Token Retrieval
• Analisis root cause error SERVICE_NOT_AVAILABLE pada getMessaging().getToken() di Android logcat.
• Konfirmasi dependency aktivasi Cloud Messaging API pada project Firebase (to9-apps) di Google Cloud / Firebase Console.	30 menit (0.5 jam)
3	Setup & Verifikasi Firebase Cloud Messaging (FCM & APNs)
• Verifikasi aktivasi menu Messaging di Firebase Console dashboard (create first campaign ready).
• Pengecekan dan validasi file APNs Authentication Key (.p8) untuk konfigurasi Apple App (com.transmarco.9to9).	30 menit (0.5 jam)
4	Testing & Pembuatan Panduan FCM Trigger Flow
• Penyusunan format payload FCM HTTP v1 REST API untuk pengujian trigger pesan ke specific device FCM token.
• Penyiapan panduan integrasi trigger push notification (format payload, parameter deeplink, dan penanganan token).	45 menit (0.75 jam)

Total: ~2 Jam 30 Menit (2.5 jam)

PR https://github.com/icubebysirclo/shopify-mobile-app/pull/

[REWARD_POINT_PAYLOAD] {
  ""email"": ""geraldimathius+1@gmail.com"",
  ""phone"": ""+62859106907841"",
  ""customer_id"": ""gid://shopify/Customer/9626865991829"",
  ""device_id"": ""94011337d9902097"",
  ""first_install_date"": ""2026-09-05T10:22:42.921Z"",
  ""fcm_token"": """",
  ""platform"": ""android"",
  ""app_version"": ""3.0.12"",
  ""build_number"": ""20250016""
}",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-18T02:19:08.590Z
sheet-tw-30110254-17-take-out-packing-kayu,Mitra10,Take out packing kayu,https://teamwork.icubeonline.com/app/tasks/30110254,Done,2026-09-15,,"1        Investigasi & Analisis Modul Checkout
• Analisis dependency fitur packing kayu di modul checkout (itemPacking, shipping, schema GraphQL, dan GraphQL query/mutation terkait).
• Analisis relasi packing kayu terhadap shipping method vendor dan penanganan kondisi cart.        30 menit (0.5 jam)

2        Implementasi Takeout UI & Logic Packing Kayu
• Takeout section & tampilan checkbox/modal konfirmasi packing kayu di itemPacking/view.js.
• Menghapus pemanggilan komponen <ItemPacking /> serta cleanup state terkait (loadingCheckbox, attributeLayananInstalasi) di modules/checkout/pages/default/components/index.js.
• Menghapus banner peringatan packing kayu (infoItemPacking) di bagian metode pengiriman (shipping/view.js).        45 menit (0.75 jam)

3        Debugging & Fix Unhandled Runtime Error
• Investigasi dan fixing runtime error GraphQL (""The shipping address is missing"").
• Refactor itemPacking/core.js menjadi dummy component tanpa auto-mutasi di latar belakang saat address belum terpilih.        30 menit (0.5 jam)

4        Code Quality & Linting Fix
• Penyesuaian ESLint (formatting, unused variables, dangling commas, EOL newline) dan validasi eslint --fix (0 errors).        15 menit (0.25 jam)

5        Local Testing & Verifikasi Checkout Flow
• Restart local server dan pengujian alur checkout lokal (memastikan section packing kayu bersih, default false, tidak ada error GraphQL saat reload/pilih alamat).        30 menit (0.5 jam)

6        Deployment & Verifikasi di Dev Site / Sandbox
• Push branch, deployment ke environment development/staging, dan sanity test menyeluruh sebelum diserahkan ke QA.        30 menit (0.5 jam)

Total Time: 3 Jam (3.0 Hours / 180 Menit)
PR: https://github.com/icube-id/pwa-mitra10/pull/1038",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-17T03:21:24.456Z
sheet-row-18-mitra10-cmlabs---update-url-produ,Mitra10,CMLabs - update url product & category at blog page,,Blocker,2026-09-16,,"Blocker : Need BE remove from DB by query
1.⁠ ⁠URL produk lama yang masih aktif > tambahkan path /product/
2.⁠ ⁠⁠URL produk lama yang sudah disable > dihapus internal link nya
3.⁠ ⁠⁠URL kategori > diganti dengan URL baru yang sudah di mapping",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-17T06:38:12.793Z
sheet-tw-30120072-19-testing-apple-pay-at-stag,Nickscali,Testing Apple Pay at Staging AU & NZ,https://teamwork.icubeonline.com/app/tasks/30120072,Done,2026-09-16,30 menit,,Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-17T03:22:33.477Z
sheet-row-20-9to9-app-reward---setup-push-n,9to9,App Reward - Setup Push Notif,https://teamwork.icubeonline.com/app/tasks/30129473,Done,2026-09-16,,"1	Investigasi & Penyelesaian Kendala FCM Token
• Tracing dan analisis error SERVICE_NOT_AVAILABLE pada pemanggilan getMessaging().getToken().
• Setup dan aktivasi layanan Firebase Cloud Messaging (FCM) API pada project Firebase (to9-apps) di Google Cloud Console.	45 menit (0.75 jam)
2	Setup & Konfigurasi Firebase Cloud Messaging Dashboard
• Inisialisasi awal fitur Cloud Messaging di Firebase Console hingga dashboard siap digunakan (create first campaign).
• Konfigurasi dan verifikasi file APNs Authentication Key (.p8) pada Apple app configuration (com.transmarco.9to9).	45 menit (0.75 jam)
3	Testing & Penyusunan Spesifikasi Trigger Push Notification
• Pengujian kirim pesan notifikasi via FCM HTTP v1 REST API ke target specific device FCM token.
• Penyusunan spesifikasi format payload, parameter deeplink (product, category, custom, order), dan autentikasi token.	45 menit (0.75 jam)

Total: ~2 Jam 15 Menit (2.25 jam)",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-18T02:17:29.461Z
sheet-tw-30110254-21-grouping-shipping-deliver,Mitra10,Grouping Shipping deliveree,https://teamwork.icubeonline.com/app/tasks/30110254,Done,2026-09-16,,"Proyek       : PWA Mitra10
Modul        : Checkout & Authentication (Shipping & Social Login)
Tanggal      : 17 - 18 September 2026
Role         : Frontend Developer
=============================================================================
[LOG DETAIL PEKERJAAN]

1. [0.5 Jam] Investigasi & Analisis Struktur Data Kurir Deliveree di Checkout
   - Melakukan mapping dan analisa response GraphQL `available_shipping_methods` yang memuat 20+ varian armada Deliveree.
   - Mengidentifikasi isu UX pada layout checkout mobile yang terlalu panjang (*flat list*).
   - Menemukan bug seleksi kurir pada `getSelectedShippingMethod` di mana metode armada dengan kata ""Pickup"" (contoh: *Deliveree Small Pickup*) terfilter salah sebagai *Store Pickup*.

2. [2.0 Jam] Implementasi Logika Pengelompokan (Grouping) Deliveree Berdasarkan Kapasitas Muatan
   - Membuat modul kategorisasi armada Deliveree ke dalam 3 sub-grup:
     * Muatan Ringan (< 1.5 Ton) : Van Standard, Small Pickup, Small Box
     * Truk Sedang / Engkel (2 - 8 Ton) : Engkel Box/Pickup, CDD Long, Double Engkel, Reefer
     * Truk Berat & Proyek (> 8 Ton) : Fuso Box/Pickup, Tronton Wing Box, Trailer 20ft/40ft/Flatbed
   - Menghitung agregasi harga termurah (*""Mulai dari Rp XX.XXX""*) dan jumlah armada per kategori secara dinamis.
   - Mengintegrasikan state kontrol *auto-expanded* untuk accordion kategori yang armadanya sedang dipilih pengguna.
   - Memperbaiki helper pengecekan kurir agar tetap akurat memisahkan reguler delivery, deliveree, dan pickup at store.

3. [1.5 Jam] Perapihan UI / UX & Desain Komponen Visual Accordion
   - Membuat custom component `DelivereePanel`, `DelivereeSummary`, dan `DelivereeDetails` untuk mengeliminasi double border dan issue box-shadow default MUI.
   - Mengganti emoji statis dengan vector SVG icons yang scalable & elegan (Ikon Van, Truk Engkel, dan Truk Berat/Trailer) dengan background pill color-coded.
   - Merapikan layout header Deliveree (memperbaiki logo container 38x38px flex-shrink agar tidak overlap/menabrak teks deskripsi).
   - Menyesuaikan badge harga menjadi tampilan pill badge hijau yang rapi.

4. [1.0 Jam] Konfigurasi & Re-enable Facebook Social Login
   - Mengupdate App ID Facebook terbaru pada `swift.config.js` untuk environment (local, dev, stage, prod).
   - Mengaktifkan kembali tombol dan handler Facebook Login pada `src/modules/commons/SocialLogin/index.js`.
   - Merapikan error handling dan integrasi backdrop/toast notification saat flow social login berlangsung.

5. [1.0 Jam] Testing & Validasi
   - Cross-browser testing di viewport Mobile dan Desktop.
   - Validasi interaksi seleksi radio button antar sub-grup Deliveree dan kurir internal/reguler.
   - Verifikasi payload mutasi GraphQL `setShippingMethodsVendor` saat memilih varian armada Deliveree.
   - Code syntax validation & linting check.

TOTAL WAKTU PENGERJAAN: 6.0 Jam (0.75 Mandays)
STATUS: DEV Complete",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-18T02:36:20.504Z
sheet-row-22-lautan-luas-tidak-muncul-billing-addr,Lautan Luas,Tidak muncul Billing Address di Prod site,,Done,2026-09-16,,"Task: Production Backend Fallback & Error Handling for setCompanyAddress
Date: 16 September 2026

Details:
- Handled GraphQL schema error when `setCompanyAddress` mutation is not available in production backend.
- Added `errorPolicy: 'all'` and `onError` handlers to prevent unhandled Apollo errors from breaking checkout flow.
- Implemented automatic fallback to default customer address flow if company address mutation fails.
- Fixed loading state reset on error/empty response so the page doesn't get stuck on loader/skeleton.

Time Spent: 1h 30m
Status: Completed & Tested",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-17T03:22:12.538Z
sheet-tw-30126537-23--cmlabs--adjust-selected-,Mitra10,[Cmlabs] Adjust selected toko dari param,https://teamwork.icubeonline.com/app/tasks/30126537,Done,2026-09-16,,"TIME LOG REPORT

Task / Feature : Store Selection, URL Param Switcher & Blog Product Slider Improvement
PR Link        : https://github.com/icube-id/pwa-mitra10/pull/1039
Date           : 16 September 2026
Developer      : Frontend Developer
Total Time     : 4.5 Hours


BREAKDOWN AKTIVITAS & DETAIL PEKERJAAN

1. Investigation & Codebase Analysis (0.5 Hour)
   - Melakukan audit pada alur pemilihan toko di ShoppingAt component, _app.js (SSR), dan cookies helper.
   - Menganalisis mekanisme storeSwitcher GraphQL saat menerima koordinat vs koordinat kosong.
   - Memeriksa implementasi widget Magento CatalogWidget/ProductSliderWidget pada halaman blog detail & CMS.

2. Implementasi Store Selection & Geolocation Handling (1.0 Hour)
   - Memastikan mekanisme default geolocation di browser:
     * Jika izin lokasi di-allow: mengambil koordinat lat/long dan memilih toko terdekat dari backend.
     * Jika izin lokasi ditolak / tidak aktif: fallback menggunakan koordinat kosong sehingga backend mengembalikan default toko QBIG BSD.
   - Memperbarui sinkronisasi state selected store dengan cookie vendor_id dan vendor_code.
   - File terkait: src/modules/commons/ShoppingAt/index.js

3. Implementasi URL Query Parameter Store Switcher (1.0 Hour)
   - Menambahkan handling query parameter URL ?store=... (misal: ?store=50008) baik pada SSR (_app.js) maupun client-side (ShoppingAt).
   - Menambahkan field store_code pada query GraphQL options storeSwitcher di _app.js.
   - Mengimplementasikan pencocokan otomatis berdasarkan store_code (vendor code) atau vendor_id dan mengupdate cookies aktif.
   - File terkait:
     * src/modules/theme/pages/_app.js
     * src/modules/commons/ShoppingAt/index.js

4. Perbaikan & Penyesuaian ProductSliderWidget pada Blog Page (1.0 Hour)
   - Mengatasi issue React Hook rules (memindahkan pemanggilan getProduct ke top-level component).
   - Menambahkan fallback otomatis: jika vendorId tidak ditemukan di cookie maupun props, widget otomatis melakukan query default store (QBIG) sehingga data harga/stok vendor tetap muncul.
   - Menambahkan safe parsing JSON (try-catch) untuk parameter conditions_encoded.
   - Meneruskan prop vendorId dari halaman blog detail ke ProductSliderWidget.
   - File terkait:
     * src/modules/blog/components/ProductSliderWidget/index.js
     * src/modules/blog/components/Details/index.js

5. Sanitasi Link & Path Produk (/product/) pada ProductCard (0.5 Hour)
   - Memastikan link produk (pada gambar dan title) selalu mengarah ke path /product/<url_key>.
   - Menambahkan sanitasi string url_key agar tidak terjadi duplikasi path (misal: /product/product/... atau double slash //).
   - File terkait:
     * src/modules/home/pages/default/components/ProductCard/components/Image.js
     * src/modules/home/pages/default/components/ProductCard/components/Detail.js

6. Code Review, Linting & Verification (0.5 Hour)
   - Menjalankan ESLint pada seluruh file yang dimodifikasi dan memastikan 0 error / warning.
   - Memverifikasi flow:
     1) Geolocation allow -> toko terdekat; denied -> QBIG.
     2) URL ?store=50008 -> toko 50008 terpilih.
     3) Blog slider memiliki vendor data (fallback QBIG).
     4) Link slider blog mengarah ke /product/ tanpa duplikasi.
   - Commit dan update PR #1039.


SUMMARY FILE CHANGES:
- src/modules/commons/ShoppingAt/index.js
- src/modules/theme/pages/_app.js
- src/modules/blog/components/ProductSliderWidget/index.js
- src/modules/blog/components/Details/index.js
- src/modules/home/pages/default/components/ProductCard/components/Image.js
- src/modules/home/pages/default/components/ProductCard/components/Detail.js",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-17T03:26:06.027Z
sheet-row-24-mitra10-wizzy-feedback,Mitra10,Wizzy Feedback,https://teamwork.icubeonline.com/app/tasks/30128523,Done,2026-09-16,,"Feedback : https://docs.google.com/spreadsheets/d/1cKSnScp-AGHN-Hyf1GhuwJEZWRsvx7Do_kyQ13bGV70/edit?gid=0#gid=0

Task: Wizzy AI Implementation - Bug Fixing & Post-Implementation Feedback
Project: Mitra10 PWA

1. Fixing Category Filter Redirection to ""No Results"" Page
- Investigated issue where clicking category filter facet resulted in empty product listing.
- Updated filter item value mapping in FilterDesktop and FilterDialog components to pass category slugs instead of display labels to Wizzy API.
- Files: src/modules/catalog/plugin/ProductList/components/FilterDesktop/view.js, src/modules/catalog/plugin/ProductList/components/Filter/FilterDialog/index.js
- Time: 1.5h

2. Handling 1-2 Character & Short Search Queries for Wizzy API
- Handled Wizzy `/products/search` endpoint constraint requiring a minimum of 3 characters.
- Implemented smart query routing in service layer to redirect short search keywords (e.g., 'ac', 'tv', 'lg', '3m', 'wd') to `/products/filter`.
- Files: src/services/wizzy/wizzy.service.js, src/components/WizzySearchBar/index.js
- Time: 1.5h

3. Autocomplete Dropdown Auto-Close on Search Execution & Navigation
- Fixed race condition where pending autocomplete async requests resolved and re-opened the popup after navigation.
- Added request cancellation tracking (searchReqIdRef), router event listener (routeChangeComplete), and blur handlers.
- Files: src/modules/theme/components/header/desktop/components/Autocomplete/index.wizzy.js, src/modules/theme/components/header/desktop/core.js
- Time: 1.5h

4. Search Input Placeholder Behavior on Desktop & Mobile
- Resolved overlapping placeholder/label issue in search input when user enters keyword.
- Replaced Material-UI floating label with standard HTML5 placeholder prop across desktop and mobile search components.
- Files: src/modules/theme/components/header/desktop/components/Autocomplete/index.wizzy.js, src/modules/commons/SearchModal/index.js, src/modules/theme/components/header/desktop/components/Autocomplete/index.graphql.js
- Time: 1.0h

5. Price Range Slider Dual-Thumb Initial Alignment Fix
- Fixed price filter slider thumbs collapsing to 0 on initial facet load.
- Added state synchronization in RangeSlider on async prop change and updated wizzyMapper aggregation parsing for min/max values.
- Files: src/modules/commons/RangeSlider/index.js, src/modules/catalog/helpers/wizzyMapper.js, src/modules/catalog/plugin/ProductList/components/FilterDesktop/view.js, src/modules/catalog/plugin/ProductList/components/Filter/FilterDialog/index.js
- Time: 1.5h

6. Styling Desktop Sort-By Dropdown Menu
- Adjusted UI styling for sort-by NativeSelect dropdown to apply proper left padding across select element and options.
- Files: src/modules/catalog/plugin/ProductList/components/FilterDesktop/sort.js
- Time: 0.5h

7. Implementing Applied Filter Chips & Active Filter Indicators (Desktop & Mobile)
- Created AppliedFilter component displaying active filter pill chips with individual remove buttons and ""Clear All"" functionality.
- Integrated AppliedFilter into product listing container above product grid for responsive desktop/mobile view.
- Added active filter counter badges on sidebar accordions and mobile filter button/drawer.
- Fixed filter state synchronization (`selectedFilter`, `priceRange`, `sort`) on route changes.
- Added localization strings and fallback handling for filter labels.
- Files: src/modules/catalog/plugin/ProductList/components/AppliedFilter/index.js, src/modules/catalog/plugin/ProductList/components/AppliedFilter/style.js, src/modules/catalog/plugin/ProductList/components/index.js, src/modules/catalog/plugin/ProductList/components/Filter/index.js, src/modules/catalog/plugin/ProductList/components/Filter/view.js, src/modules/catalog/plugin/ProductList/components/FilterDesktop/view.js, src/modules/catalog/plugin/ProductList/components/FilterDesktop/style.js, src/modules/catalog/plugin/ProductList/components/Filter/FilterDialog/index.js, public/static/locales/id/catalog.json, public/static/locales/en/catalog.json
- Time: 2.5h

Total Time: 10.0h",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-17T03:22:24.798Z
sheet-row-25-mitra10-lampirkan-recording-di-sh,Mitra10,lampirkan recording di sheet workbook,https://teamwork.icubeonline.com/app/tasks/30128524,Blocker,2026-09-16,,"Blocker : perlu pembayaran asli dan salah flow

Form workbook
https://gotocompany.sg.larksuite.com/wiki/QGWQw5N4ri2HQdkv2cllVl8LgVf?sheet=a6m944",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-17T07:06:06.103Z
